image,repeat,brightness,num_labels,has_small,is_dark
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02029.jpg,1,0.101471,4,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02030.jpg,1,0.120837,3,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02031.jpg,3,0.166529,3,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02032.jpg,3,0.123055,6,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02033.jpg,1,0.143535,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02034.jpg,1,0.127273,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02035.jpg,2,0.217073,11,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02037.jpg,1,0.104480,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02038.jpg,3,0.129783,3,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02039.jpg,2,0.140339,24,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02042.jpg,1,0.203422,3,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02044.jpg,2,0.221539,6,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02045.jpg,3,0.173814,8,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02046.jpg,2,0.227184,4,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02047.jpg,2,0.166615,2,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02049.jpg,1,0.133771,5,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02050.jpg,2,0.108245,4,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02052.jpg,1,0.090767,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02053.jpg,3,0.134554,5,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02054.jpg,1,0.152629,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02057.jpg,2,0.117509,2,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02058.jpg,1,0.175970,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02059.jpg,2,0.203963,8,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02060.jpg,2,0.127703,3,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02061.jpg,1,0.244505,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02062.jpg,1,0.094356,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02064.jpg,1,0.097801,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02065.jpg,1,0.092774,5,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02066.jpg,1,0.086667,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02067.jpg,1,0.054364,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02068.jpg,1,0.029194,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02069.jpg,1,0.074938,4,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02070.jpg,3,0.119400,5,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02071.jpg,1,0.078398,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02074.jpg,1,0.084629,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02076.jpg,1,0.046488,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02077.jpg,1,0.036616,4,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02078.jpg,1,0.056024,10,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02079.jpg,1,0.066033,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02081.jpg,1,0.021034,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02082.jpg,1,0.120936,4,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02083.jpg,1,0.093194,4,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02084.jpg,3,0.056591,4,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02085.jpg,1,0.172725,3,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02086.jpg,1,0.107882,3,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02087.jpg,1,0.036071,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02088.jpg,1,0.168640,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02089.jpg,1,0.091421,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02090.jpg,1,0.131266,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02092.jpg,1,0.024017,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02093.jpg,1,0.201239,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02094.jpg,1,0.104176,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02095.jpg,1,0.089878,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02096.jpg,2,0.107516,5,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02097.jpg,3,0.116195,7,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02098.jpg,1,0.158726,4,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02099.jpg,3,0.107309,3,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02100.jpg,1,0.071628,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02101.jpg,1,0.089230,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02103.jpg,2,0.269927,3,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02104.jpg,3,0.116215,6,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02105.jpg,2,0.219507,3,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02106.jpg,2,0.228637,6,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02107.jpg,1,0.041932,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02108.jpg,1,0.063289,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02109.jpg,2,0.212682,11,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02111.jpg,1,0.163329,3,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02112.jpg,2,0.293922,2,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02113.jpg,3,0.129850,5,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02115.jpg,1,0.065287,3,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02116.jpg,2,0.195496,7,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02117.jpg,1,0.052668,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02118.jpg,1,0.150951,6,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02119.jpg,1,0.081818,4,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02120.jpg,1,0.160339,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02121.jpg,1,0.124115,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02122.jpg,1,0.111743,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02124.jpg,2,0.270500,3,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02127.jpg,2,0.188438,7,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02128.jpg,3,0.125289,9,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02129.jpg,1,0.189645,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02130.jpg,1,0.051259,7,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02132.jpg,2,0.090521,5,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02133.jpg,1,0.100528,4,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02136.jpg,2,0.216844,41,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02137.jpg,3,0.049795,7,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02139.jpg,2,0.168468,3,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02140.jpg,3,0.040108,3,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02141.jpg,3,0.041687,8,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02142.jpg,1,0.123482,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02143.jpg,1,0.062148,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02145.jpg,2,0.264095,4,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02146.jpg,3,0.107285,4,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02147.jpg,1,0.147441,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02148.jpg,3,0.132917,3,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02149.jpg,3,0.056848,5,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02150.jpg,2,0.247987,10,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02151.jpg,1,0.187531,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02152.jpg,2,0.162290,4,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02153.jpg,2,0.229591,22,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02154.jpg,1,0.129653,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02156.jpg,1,0.127001,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02157.jpg,1,0.207872,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02158.jpg,3,0.178666,6,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02163.jpg,2,0.242787,7,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02164.jpg,1,0.164923,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02166.jpg,2,0.215134,9,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02167.jpg,3,0.160088,4,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02168.jpg,3,0.171057,2,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02169.jpg,1,0.207070,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02170.jpg,1,0.121020,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02171.jpg,1,0.196443,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02172.jpg,3,0.151398,8,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02173.jpg,1,0.271434,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02174.jpg,2,0.215962,3,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02175.jpg,1,0.127388,3,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02176.jpg,2,0.227786,3,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02177.jpg,2,0.230122,7,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02179.jpg,3,0.168978,5,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02181.jpg,3,0.167099,9,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02183.jpg,2,0.141364,4,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02185.jpg,1,0.165734,5,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02186.jpg,2,0.226525,37,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02187.jpg,3,0.142518,12,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02188.jpg,1,0.180338,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02189.jpg,1,0.173062,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02190.jpg,2,0.212405,4,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02191.jpg,1,0.288511,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02192.jpg,1,0.245067,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02193.jpg,2,0.236881,2,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02194.jpg,2,0.202994,3,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02196.jpg,1,0.174374,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02198.jpg,2,0.218312,2,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02199.jpg,3,0.074825,7,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02200.jpg,1,0.183231,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02202.jpg,3,0.169594,10,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02203.jpg,3,0.101766,4,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02204.jpg,1,0.333373,12,1,0
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02207.jpg,1,0.225261,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02208.jpg,1,0.148676,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02210.jpg,1,0.095723,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02211.jpg,2,0.239698,6,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02212.jpg,2,0.144681,5,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02213.jpg,3,0.121924,12,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02217.jpg,2,0.217201,4,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02218.jpg,1,0.110462,4,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02219.jpg,3,0.090521,5,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02220.jpg,3,0.144890,5,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02221.jpg,2,0.175493,5,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02222.jpg,2,0.297182,4,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02223.jpg,3,0.170571,11,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02224.jpg,2,0.198792,7,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02225.jpg,2,0.225602,9,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02226.jpg,2,0.160457,1,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02227.jpg,1,0.152075,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02229.jpg,3,0.094303,14,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02230.jpg,2,0.038326,2,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02231.jpg,1,0.172398,3,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02232.jpg,3,0.090311,3,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02233.jpg,1,0.093427,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02235.jpg,1,0.344406,2,0,0
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02236.jpg,1,0.116917,3,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02237.JPEG,1,0.247925,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02238.jpg,1,0.079777,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02239.JPEG,2,0.191331,4,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02240.JPEG,1,0.061731,5,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02241.JPEG,1,0.125036,3,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02242.jpg,2,0.089353,6,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02244.jpg,1,0.128302,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02245.jpg,1,0.225172,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02246.jpg,2,0.180161,5,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02248.JPG,1,0.188202,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02249.JPG,2,0.219268,5,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02250.JPG,1,0.213484,5,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02251.JPG,1,0.178500,3,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02252.JPG,1,0.187480,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02253.JPG,1,0.149157,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02254.JPG,1,0.144855,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02255.JPG,1,0.115371,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02256.JPG,1,0.121439,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02259.JPG,1,0.223831,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02260.JPG,1,0.146524,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02261.JPG,1,0.248578,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02262.JPG,1,0.185184,3,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02263.JPG,1,0.169664,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02264.JPG,1,0.181885,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02265.JPG,1,0.198431,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02266.JPG,1,0.190399,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02267.jpg,1,0.137512,4,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02268.jpg,1,0.087369,4,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02270.jpg,1,0.199804,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02271.jpg,1,0.259911,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02272.JPG,1,0.132055,3,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02273.jpg,1,0.197192,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02275.jpg,2,0.131246,6,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02277.jpg,1,0.092926,3,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02278.jpg,1,0.112831,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02279.jpg,2,0.110397,11,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02280.jpg,1,0.250682,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02281.jpg,1,0.136935,4,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02282.jpg,3,0.142387,8,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02283.jpg,1,0.250276,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02284.jpg,1,0.121473,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02285.jpg,1,0.100828,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02286.jpg,1,0.091117,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02287.jpg,1,0.077073,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02290.JPG,1,0.096988,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02291.JPG,2,0.282619,7,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02292.jpg,2,0.251019,4,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02295.jpg,1,0.096308,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02297.jpg,1,0.071279,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02300.jpg,1,0.125393,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02301.jpg,1,0.097095,2,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02302.jpg,1,0.096487,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02304.jpg,2,0.299237,9,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02305.jpg,1,0.302155,4,1,0
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02306.jpg,3,0.011943,2,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02307.jpg,3,0.140579,4,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02308.jpg,2,0.195199,3,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02309.png,1,0.117832,7,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02310.jpg,2,0.238881,6,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02311.jpg,2,0.187393,7,1,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02312.jpg,1,0.052395,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02315.jpg,1,0.029128,1,0,1
/root/private_data/lowlight-object-detection/datasets_yolo/ExDark_YOLO/images/train/2015_02316.jpg,2,0.187356,5,1,1
